,repository_name,linguagens
3154,SPIRAL,Jupyter Notebook
3155,spl2kql-watsonx,Python
3156,spm-openapis-contact-logs-visualization,HTML
3157,spnl,Rust
3158,spot-core,Java
3159,sppclient,Python
3160,spring,
3161,spring-alarm-application,Java
3162,spring-backend-for-frontend,HTML
3163,spring-boot-continuous-delivery,Java
3164,spring-boot-continuous-delivery-admin,Java
3165,spring-boot-microservices-on-kubernetes,JavaScript
3166,spring-cloud-kubernetes-with-istio,Java
3167,spring-features,Java
3168,spring-microservice,HTML
3169,spring-starter,Java
3170,spring-web-app,HTML
3171,springboot-graphql-ref-impl,
3172,SPROUT,Python
3173,spyre-operator-power-docs,
3174,sql-ast-dataset,Python
3175,SQL-Generation-Evaluation,Jupyter Notebook
3176,sql-query-go-sdk,Go
3177,sql-query-node-sdk,JavaScript
3178,sql-rl-gen,Python
3179,SQL-to-Text,Python
3180,sqlalchemy-ibmi,Python
3181,SqlDataPrep4ML,Jupyter Notebook
3182,sre-tdd-lab,JavaScript
3183,ssee-metrics,Python
3184,SSHKeysDeployment,Python
3185,SSLCertificationPython,Python
3186,sso-oidc,TypeScript
3187,SSSAPI,Python
3188,SSSDEPLOYGUI,Python
3189,SSSRCL,Python
3190,Stackoverflow-Technotes-dataset,Python
3191,STAR,Python
3192,star-ed,Jupyter Notebook
3193,starcraft2-replay-analysis,Jupyter Notebook
3194,starling-agent,
3195,starter-kit-collection,Shell
3196,starter-kit-operator,Go
3197,starter-snake-node,JavaScript
3198,staticroute-operator,Go
3199,sterling-dataviz,TypeScript
3200,stochastic-order-eval,
3201,stock-market-multi-agent-application,Python
3202,stomp,Python
3203,stop-malicious-http-traffic-with-Istio,
3204,storage-fusion,Shell
3205,storage-protect-galaxy,Perl
3206,StorageCephVagrant,
3207,StorageScaleVagrant,Shell
3208,store-and-access-documents-securely,HTML
3209,store-and-query-unstructured-json-cockroachdb-operator-rhm,Jupyter Notebook
3210,Streaming-Data-with-Apache-Kafka-Quicklab,HTML
3211,streamtotext,Python
3212,strimzi-kafka-operator,Java
3213,strimzi-stretch-mcs-plugin,Java
3214,STRonG,Python
3215,struct-text,Jupyter Notebook
3216,structural-benchmarks-PDDL,
3217,structured-reporting,JavaScript
3218,sugarcrm-lotusnotes-connector,CSS
3219,super,Ruby
3220,superglue-mtl,Python
3221,supply-chain-assistant-daily-reports,JavaScript
3222,supply-chain-assistant-work-queue-research,JavaScript
3223,supply-chain-insights,JavaScript
3224,supply-chain-optimization-using-ibm,JavaScript
3225,supply-chain-regret-minimization,Jupyter Notebook
3226,Supply-Chain-transparency,
3227,supply-chain-work-item-research,
3228,supply-chain-workflow-place-order,JavaScript
3229,supply-chain-workflow-toolkit,Java
3230,supply-chain-workflow-transfer-inventory,JavaScript
3231,support-ticket-classification,JavaScript
3232,suro-oaas,Java
3233,SUSEInstallWithIBMCloud,Python
3234,sustainability-reference-architecture,EJS
3235,svccat,
3236,SVCheck,Python
3237,SWATgym,Jupyter Notebook
3238,swhub-charts,
3239,swhub-custom-app-samples,Python
3240,swift-backend-for-frontend,JavaScript
3241,swift-cloud-object-storage-example,Swift
3242,swift-cloudant,Swift
3243,swift-kitura-app,HTML
3244,swift-kitura-hyper-protect-dbaas,JavaScript
3245,swift-mobile-app,
3246,swift-sdk-core,Swift
3247,swift-starter,HTML
3248,swift-vapor-app,HTML
3249,swift-web-app,HTML
3250,sxss-vulnerability-demo-app,HTML
3251,symbiosis,
3252,synbench,Python
3253,synchronize-multiple-charts,TypeScript
3254,synth-sequential-datasets,
3255,SynthTabNet,Jupyter Notebook
3256,system-security-research-updates,HTML
3257,SystemML_Usage,Jupyter Notebook
3258,SystemT,HTML
3259,SystemT-EclipseTooling,Java
3260,T3QA,
3261,t4j-hap-camille,Jupyter Notebook
3262,t8c-client-operator,
3263,t8c-operator,
3264,TabFormer,Python
3265,TabGT,Python
3266,table-representation-evals,Jupyter Notebook
3267,tabsketchfm,Python
3268,tag-based-push-notifications,TypeScript
3269,tape-archive-api,JavaScript
3270,tape-automation,Python
3271,targetcli-fb,
3272,tas-db-prep,Shell
3273,TAT-Banking,Java
3274,taxinomitis,JavaScript
3275,taxinomitis-docs,
3276,tcmu-runner,C
3277,TDD-Bench-Verified,Python
3278,TDD-NodeJS-Containers,JavaScript
3279,tds,C
3280,teaching-your-monolith-to-dance,
3281,teamcity-ibm-cloud,Java
3282,Technology-Sales-Enablement-Cloud,
3283,Technology-Sandbox-Support,
3284,techqa,Python
3285,techxchange2024-lab1482-instanton,JavaScript
3286,techxchange2024-lab1482-jitserver,Shell
3287,techxchange2024-lab1482-knative,
3288,techxchange2024-lab1482-scc,Shell
3289,techxchange2024-lab1529,
3290,techxchange2024-lab1596,JavaScript
3291,techxchange2025-lab3640-docling,Jupyter Notebook
3292,tekton-lint,TypeScript
3293,tekton-tutorial,Go
3294,tekton-tutorial-openshift,Go
3295,telco-customer-churn-on-icp4d,Jupyter Notebook
3296,telco-integrator,HTML
3297,template-argocd-gitops,Shell
3298,template-carbon-react,JavaScript
3299,template-dot-net-api,
3300,template-go-gin,HTML
3301,template-graphql-typescript,TypeScript
3302,template-ibmcloud-services,
3303,template-java-spring,Java
3304,template-liberty,HTML
3305,template-nginx-angular,TypeScript
3306,template-node-angular,HTML
3307,template-node-loopback,TypeScript
3308,template-node-react,JavaScript
3309,template-node-typescript,TypeScript
3310,template-oauth-proxy,
3311,template-python-django,Python
3312,template-python-flask,HTML
3313,template-qsupport-team,
3314,template-quarkus,HTML
3315,TempQ4NLIDB-dataset,
3316,tempqa-wd,
3317,tensorflow-hangul-recognition,Python
3318,tensorflow-kubernetes-art-classification,Python
3319,tensorflow-large-model-support,
3320,tensorlakehouse-openeo-driver,Python
3321,TensorLNN,Python
3322,TenStepstoAutomateContainerSecurity-Blog,
3323,TenStepstoAutomateContainerSecurity-Pt1,
3324,TenStepstoAutomateContainerSecurity-Pt2,
3325,TerraCodec,Jupyter Notebook
3326,terraform-aws-gdp,HCL
3327,terraform-azure-gdp,HCL
3328,terraform-gcp-gdp,HCL
3329,terraform-guardium-common,HCL
3330,terraform-guardium-datastore-audit,HCL
3331,terraform-guardium-datastore-va,HCL
3332,terraform-guardium-gdp,HCL
3333,terraform-ibm-cloud-vpn-gateway-example,HCL
3334,terraform-ibm-cloud-vpn-server-example,HCL
3335,terraform-ibm-z-linuxone-samples,HCL
3336,terraform-provider-compose,Go
3337,terraform-provider-gdp-middleware-helper,Go
3338,terraform-provider-guardium-data-protection,Go
3339,terraform-provider-ode,Go
3340,terraform-provider-turbonomic,Go
3341,terraform-vmware-gdp,Shell
3342,terramind,Jupyter Notebook
3343,test-automation,JavaScript
3344,test-infra,Go
3345,test-time-hybrid-retrieval,Jupyter Notebook
3346,testing-vuejs-components,JavaScript
3347,TestRepository,
3348,text-along,Python
3349,text-corpus-distance-distributionality,Jupyter Notebook
3350,text-generation-inference,Python
3351,text-generation-router,Rust
3352,text-oriented-active-learning,Python
3353,text-summarization-and-visualization-using-watson-studio,Jupyter Notebook
3354,Text-to-LogicForm,Python
3355,text-to-speech-code-pattern,JavaScript
3356,text2sql-eval-toolkit,Python
3357,textfile-exporter,Go
3358,tfjs-web-app,JavaScript
3359,tflint-ruleset-ibm,
3360,tfmdcli,JavaScript
3361,tfxjs,JavaScript
3362,tgcn-soil-moisture,Jupyter Notebook
3363,tgis-deploy-tests,Rust
3364,think2020-cp4a-master-class,Shell
3365,thompson-sampling-via-fine-tuning-of-llms,Python
3366,ThreadDumpFlameGrapher,Perl
3367,time-activity-tracer,C++
3368,time-series-based-product-stock-recommendation-cp4d,
3369,timeline-generator,Python
3370,times-neox,Python
3371,tjbot-sports-buddy,JavaScript
3372,tls-test-tools,Python
3373,tls-vuln-cheatsheet,
3374,TM-GCN,Python
3375,tmpfs-4-hana,
3376,tnco-package-examples,Shell
3377,tnz,Python
3378,tobi-example,RPGLE
3379,todo-list-fabric,HTML
3380,todo-list-fabricV1,JavaScript
3381,ToDoBackend,
3382,tone-memos-android,Java
3383,tool_guard,Python
3384,topography-searcher,Python
3385,toprot,Python
3386,torch-graph-visualizer,Python
3387,torchlogic,Python
3388,torc_py,Python
3389,tosca-parser,Python
3390,Tovit,JavaScript
3391,tpf-conceptnet-datasource,JavaScript
3392,tpf-ds-notebooks,Jupyter Notebook
3393,TracInF,Python
3394,TRAIL,Python
3395,Train-Custom-Speech-Model,JavaScript
3396,trajcast,Python
3397,transformation-advisor,
3398,transformation-advisor-sdk,Java
3399,transformers-struct-guidance,Python
3400,transition-amr-parser,Python
3401,translucent-answer-prediction,Python
3402,transparent-supply-toolbox,Python
3403,travel-ai-assistant-demo,TypeScript
3404,tree-sitter-codeviews,C#
3405,trextest,C
3406,tri-carbon-style-pack,HTML
3407,trino-db2,Java
3408,trino-event-stream,Java
3409,tririga-api,
3410,tririga-assistant,
3411,tririga-assistant-proxy,JavaScript
3412,tririga-assistant-slackbot,Python
3413,tririga-assistant-teamsbot,JavaScript
3414,tririga-envizi-appconnect-flows,
3415,tririga-indoor-maps,
3416,tririga-indoor-positioning,JavaScript
3417,tririga-occupancy,JavaScript
3418,tririga-semantic-bim,JavaScript
3419,TRIRIGA-WXO-Integration,Python
3420,triton-dejavu,Python
3421,Trusted-Container,
3422,Trusted-ML-Pipelines,Jupyter Notebook
3423,trusted-service-identity,Shell
3424,Trusted_Container,
3425,tsdepend,TypeScript
3426,TSLM-DISCOURSE-MARKERS,Python
3427,TSML.jl,Julia
3428,TSS,Go
3429,tts-tune-by-example-demo,Shell
3430,ttyspy,C
3431,tulips,C++
3432,turbo-gitops,Mustache
3433,turbonomic-aws-config,
3434,turbonomic-container-platform,Shell
3435,turbonomic-envizi-appconnect-flows,
3436,turbonomic-go-client,Go
3437,turbonomic_eda,Python
3438,turi-create-movie-recommender,Swift
3439,twasdiag,Java
3440,tweet-travel-blog-summary,Jupyter Notebook
3441,twitter-customer-care-document-prediction,
3442,tx-cics-tables,C
3443,txseries-docker-container,Shell
3444,TXSeries-Helm-Charts,
3445,txseries-samples,Shell
3446,type-checker,JavaScript
3447,typed-lambda-calculi-synthesis,
3448,Tyrico-IBMi,Java
3449,UAE,Python
3450,ubi-helm,Mustache
3451,ubiquity,Go
3452,ubiquity-docker-plugin,Go
3453,ubiquity-k8s,Go
3454,uDepot,C++
3455,udi-sdk,Jupyter Notebook
3456,ULKB,Jupyter Notebook
3457,ulm,Java
3458,uncertainty_characterization,Python
3459,uncertainty_late_fusion,Python
3460,unexpected-rxjs,JavaScript
3461,unfeel-the-burn,Python
3462,uni-resolver-driver-did-hpass,Java
3463,unified-lookup-tables,Jupyter Notebook
3464,unitxt,Python
3465,unity-sdk-core,C#
3466,universal-connectors,Java
3467,unveiling-machine-fraud-prediction-decision-with-ai-explainability-360,Jupyter Notebook
3468,updated-opendmk-1.0-b02,
3469,uprm,
3470,UQ-climate-impact-benchmarking,Jupyter Notebook
3471,UQ360,Python
3472,uRaman-Dataset,
3473,UrcaNet,Python
3474,URET,Jupyter Notebook
3475,ursprung,C++
3476,USD,Jupyter Notebook
3477,use-advanced-nlp-and-tone-analyser-to-analyse-speaker-insights,JavaScript
3478,use-deep-learning-in-ibm-cloud-functions,Python
3479,Use-IBM-MQ-and-App-Connect-on-Cloud-to-transform-data,JavaScript
3480,user-test-logger,JavaScript
3481,ushiriki-policy-engine-library,Python
3482,ushiriki-policy-engine-reward-service,Python
3483,Using-Blockchain-to-Track-fitness-Rewards,TypeScript
3484,Using-IOT-toProcess-BlockchainAnalytics,
3485,using-tensorflow-with-r,HTML
3486,using-the-openshift-dashboard,Java
3487,varnish-operator,Go
3488,vault-cli,Go
3489,vault-go,Go
3490,vdoc,Jupyter Notebook
3491,vector-distance-reference,C++
3492,velocity-se,
3493,velocloud-sdwan-driver,Java
3494,velox,C++
3495,vending-machine-instructions,
3496,verifiable-federated-learning,Python
3497,verify-cp4x-integration,
3498,verify-jam-in-a-box,Python
3499,verify-mcp-server,Python
3500,VIBE,TypeScript
3501,video-analytics,Shell
3502,video-streaming-developer-docs,MDX
3503,video-streaming-web-player-api,JavaScript
3504,video-summarizer-using-watson,Jupyter Notebook
3505,VillanDiffusion,Python
3506,viptela-sdwan-driver,Java
3507,vira-dialog-act-classification,Python
3508,vira-dialog-system,Python
3509,vira-intent-classification,Python
3510,vira-intent-discovery,Python
3511,virtual-insurance-assistant,JavaScript
3512,virtual-mirror-for-ecommerce,TypeScript
3513,virtualhelpdesk,JavaScript
3514,vision-hzn,Makefile
3515,vision-terraform,Shell
3516,vision-tools,Python
3517,visitor,Java
3518,visual-hints-textworld-rl,Jupyter Notebook
3519,visual-insights-custom-models,Python
3520,visual-inspection-auto-train,Python
3521,visual-oddity,Python
3522,visual-reasoning,
3523,visual-recognition-code-pattern,JavaScript
3524,visual-recognition-for-cozmo-with-tensorflow,JavaScript
3525,visualize-data-with-python,Jupyter Notebook
3526,visualize-food-insecurity,Jupyter Notebook
3527,visualize-unstructured-data-with-watson,CoffeeScript
3528,vllm,Python
3529,vLLM-Hook,Jupyter Notebook
3530,vllm-inference-cluster,HCL
3531,vllm-spyre,Python
3532,vmwaas-terraform-examples,HCL
3533,vmware-go-sdk,Go
3534,vmware-l4-automation,Python
3535,vmwaresolutions,
3536,vnf-samples,
3537,voice-gateway-on-icp,
3538,Voice2Series-Reprogramming,TypeScript
3539,voicebot-on-whatsapp-using-watson-services,HTML
3540,volume-optimizer-for-tensorflow,Python
3541,vote-hyperledger-ethereum,Shell
3542,VP-LLR,Python
3543,vpc-aspera-server,HCL
3544,vpc-beta-go-sdk,Go
3545,vpc-demo-3tier,HCL
3546,vpc-demo-3tier-autoscale,HCL
3547,vpc-demo-ansible,Python
3548,vpc-file-storage-mount-helper,Python
3549,vpc-flowlogs-log-analysis,JavaScript
3550,vpc-go-sdk,Go
3551,vpc-img-inst,Python
3552,vpc-java-sdk,Java
3553,vpc-migration,PostScript
3554,vpc-node-label-updater,Go
3555,vpc-node-sdk,TypeScript
3556,vpc-python-sdk,Python
3557,vpc-ruby-sdk,Ruby
3558,vpmem-hana-startup,Python
3559,vpn-ha-ic-oci-hub-spoke,HCL
3560,vr-speech-sandbox-cardboard,C#
3561,vr-speech-sandbox-rift,C#
3562,vr-speech-sandbox-vive,C#
3563,VSAD,
3564,vscode-clle,TypeScript
3565,vscode-cloudant,CSS
3566,vscode-ibmcloud-account,TypeScript
3567,vscode-ibmi-project,
3568,vscode-ibmi-projectexplorer,TypeScript
3569,vscode-ibmi-projectexplorer-types,
3570,vscode-ibmi-testing,TypeScript
3571,vsrl-examples,Shell
3572,vsrl-framework,Python
3573,vue-a11y-calendar,JavaScript
3574,VulnerabilityAdvisorDashboard,HTML
3575,waiops-tech-jam,MDX
3576,wasserstein-barycenters,Jupyter Notebook
3577,watson-analytics-dashboard,Python
3578,watson-and-salesforce,
3579,watson-assistant-app-connect,JavaScript
3580,watson-assistant-for-wechat,JavaScript
3581,watson-assistant-multi-bot-agent,JavaScript
3582,watson-assistant-slots-intro,JavaScript
3583,watson-assistant-with-search-skill,JavaScript
3584,watson-assistant-workbench,Python
3585,watson-automation,
3586,watson-banking-chatbot,JavaScript
3587,watson-box-skills-with-nlu,Python
3588,watson-calorie-counter,Java
3589,watson-continuous-learning-on-db2,
3590,watson-data-api-clients,Java
3591,watson-discovery-analyze-data-breaches,JavaScript
3592,watson-discovery-food-reviews,JavaScript
3593,watson-discovery-news,JavaScript
3594,watson-discovery-news-alerting,JavaScript
3595,watson-discovery-sdu-with-assistant,JavaScript
3596,watson-discovery-ui,JavaScript
3597,watson-document-classifier,Jupyter Notebook
3598,watson-document-co-relation,Jupyter Notebook
3599,watson-google-assistant,JavaScript
3600,watson-hamilton-lyrics-analysis,JavaScript
3601,watson-machine-learning-model-deploy,Jupyter Notebook
3602,watson-machine-learning-sdk,
3603,watson-multimedia-analyzer,JavaScript
3604,watson-murder-mystery,JavaScript
3605,watson-nao-robot,Jupyter Notebook
3606,watson-nlp-ce-medium,Jupyter Notebook
3607,watson-nlu-dbpedia-app,JavaScript
3608,watson-online-store,HTML
3609,watson-online-store-backup,HTML
3610,watson-openscale-samples,Jupyter Notebook
3611,watson-pi-lyrics,
3612,watson-pipelines,Python
3613,watson-second-opinion,JavaScript
3614,watson-speech-translator,JavaScript
3615,watson-stock-advisor,JavaScript
3616,watson-stock-market-predictor,Jupyter Notebook
3617,watson-streaming-stt,Python
3618,watson-stt-wer-python,Python
3619,watson-studio-learning-path-assets,Jupyter Notebook
3620,watson-studio-workshop,Jupyter Notebook
3621,watson-training-from-on-prem-data,
3622,watson-translator-101,
3623,watson-translator-speech-sandbox,C#
3624,watson-translator-workshop,
3625,watson-tts-python,Python
3626,watson-twitch-tone-analysis,HTML
3627,Watson-Unity-ARKit,C#
3628,watson-vehicle-damage-analyzer,JavaScript
3629,watson-visual-recognition-ios,Swift
3630,watson-voice-bot,JavaScript
3631,watson-waste-sorter,Swift
3632,watsonml-booklet-data,
3633,WatsonStudio-Sagemaker-Integration,Jupyter Notebook
3634,watsonx-ai-java-sdk,Java
3635,watsonx-ai-node-sdk,TypeScript
3636,watsonx-ai-platform-demos,Jupyter Notebook
3637,watsonx-ai-provider,TypeScript
3638,watsonx-ai-python-sdk,
3639,watsonx-ai-samples,HTML
3640,Watsonx-Assistant-App-Demo,Java
3641,watsonx-chat-complex-pdf-LlamaParser,Python
3642,watsonx-chatbot-lab,
3643,watsonx-chatbot-lab.github.io,HTML
3644,watsonx-code-assistant,
3645,watsonx-code-assistant-for-ansible,Jinja
3646,watsonx-data,Jupyter Notebook
3647,watsonx-data-lab,HTML
3648,watsonx-data-milvus,HTML
3649,watsonx-data-notebooks,Jupyter Notebook
3650,watsonx-data-poc,HTML
3651,watsonx-data-supp,
3652,watsonx-data-vscode-extension,
3653,watsonx-developer-hub,Python
3654,watsonx-genai-lab,
3655,watsonx-go,Go
3656,watsonx-prompt-lab,
3657,watsonx-quiz-generator,TypeScript
3658,watsonx-rag-ask-doc,Python
3659,watsonx-workshop-genai,
3660,watsonx-workshop-mlops,
3661,watsonxAssistantAction,
3662,watsonxdata-go-sdk,Go
3663,watsonxdata-java-sdk,Java
3664,watsonxdata-node-sdk,JavaScript
3665,watsonxdata-python-sdk,Python
3666,Watsonx_Pydantic,
3667,wazi-codeready-workspaces,Shell
3668,wazi-codeready-workspaces-operator,Go
3669,wazi-codeready-workspaces-sample,Dockerfile
3670,wazi-codeready-workspaces-sidecars,Dockerfile
3671,wazi-devspaces-images,Shell
3672,wc-code-migration-tool,Java
3673,wc-devops-utilities,Python
3674,wc-helmchart,Shell
3675,wc-jpa-modeler,Java
3676,WCA-AnsibleLightspeed-L3,HTML
3677,wca-generative-ai-training,
3678,wca-l4,JavaScript
3679,wca-modernize,JavaScript
3680,wcs-ocaml,OCaml
3681,wd-jdbc-driver,Java
3682,wdp-gitops-cicd,
3683,wearable_seizure_data_collection,Python
3684,weather-forecasting-ios,Swift
3685,Weather-Ops-Center-Legacy,Python
3686,weather_company_migration,
3687,webmethods-applinx-web-emulation,TypeScript
3688,webmethods-helm-charts,Go Template
3689,webmethods-io-int-cicd,Shell
3690,websphere-api-connect,Dockerfile
3691,websphere-automation-lab,
3692,websphere-cct,Python
3693,webspherelab,HTML
3694,webspherescripts,Shell
3695,WGTDA,Python
3696,whcs-go-sdk,Go
3697,whcs-node-sdk,TypeScript
3698,WhitelistMasker,Java
3699,wikicausal,Python
3700,wincollect,PowerShell
3701,wkc-term-assignment-samples,Jupyter Notebook
3702,wkc-workflow,Java
3703,wm-usf-pwsh,PowerShell
3704,wmio-isccr,
3705,wmla-assets,Jupyter Notebook
3706,wmla-ibmcloud-terraform,
3707,wmla-learning-path,Jupyter Notebook
3708,wmlce-openshift,Shell
3709,wntrac,Jupyter Notebook
3710,wntrac-curator,
3711,wntrac-data-analysis,Jupyter Notebook
3712,WordMoversEmbeddings,C
3713,work-reduction-dbt,Python
3714,worker-insights,JavaScript
3715,workload-security-guard,Go
3716,worklog,JavaScript
3717,workshop-cpd-credit-risk-apr-2022,Jupyter Notebook
3718,workshop-python-datascience-2021,Jupyter Notebook
3719,workshop-quarkus-openshift-reactive-endpoints,Java
3720,workshop-quarkus-openshift-reactive-messaging,
3721,workshop-setup,
3722,workshop-template,
3723,workshop-watson-nlp,Shell
3724,wort-to-number,JavaScript
3725,wos-spark-manager-api,Python
3726,wx-ibmcloud-solutions-deployable-architectures,
3727,wx-ibmcloud-solutions-scc,
3728,wx-llms-powered-examples,Python
3729,wxa4z-L4-Agentic,
3730,WxCloudAutomate,HTML
3731,wxflows,
3732,WxLog4j2,HTML
3733,WxMCPServer,Java
3734,wxo-labs,
3735,wxo-level-4,Python
3736,WxPackageCompatibilityAnalyzer,TypeScript
3737,WxPCATargetRuntimeClient,HTML
3738,WxPlatformInsight,Java
3739,WxPlatformInsight4PE,Java
3740,WxPlatformMonitoring,Java
3741,WxPrometheus,Java
3742,WxRedis,
3743,WxSAPIntegration,
3744,wxsappforcontainers,Java
3745,xgboost-financial-predictions,Jupyter Notebook
3746,xgboost-smote-detect-fraud,Jupyter Notebook
3747,xlc-community-edition-dockerfile,
3748,xlf-community-edition-dockerfile,
3749,XLMExtractor-chem-reaction,Python
3750,xmlservice,RPGLE
3751,yaps,Python
3752,yarnbeat,Go
3753,yaso-tsa,Python
3754,yogait,Jupyter Notebook
3755,z-ai-agents,Go Template
3756,z-aiops-dashboards,
3757,z-and-cloud-modernization-stack-community,Shell
3758,z-ansible-workshops,JCL
3759,z-devops-acceleration-program,
3760,z-modernization-hello-world-apps,JavaScript
3761,z-observability-connect,
3762,zDLC,Python
3763,zDNN,C
3764,zen-secrets-vaults,Python
3765,zero-shot-classification-boost-with-self-training,Python
3766,zero-shot-topical-text-classification,Python
3767,zfs-spp,
3768,zimulator,HTML
3769,zmodstack-deploy,Bicep
3770,zmodstack-solutions,Shell
3771,zoau-node,JavaScript
3772,zoau-samples,
3773,ZOO-Attack,Python
3774,zopendebug-about,
3775,zopeneditor-about,
3776,zopeneditor-sample,Assembly
3777,zOS-Academy,Java
3778,zOS-Application-Discovery-and-Delivery-Intelligence,
3779,zOS-BCPii,REXX
3780,zOS-Client-Web-Enablement-Toolkit,COBOL
3781,zos-code-page-tools,C
3782,zos-core-collection-ftp,Python
3783,zos-nc,Go
3784,zos-node-accessor,TypeScript
3785,zos-pstree,Go
3786,zos-tools-and-toys,
3787,zos-util,C
3788,zosconnect-vscode-extension,
3789,zOSMF,
3790,ZOSVRG-BlackBox-Adv,Python
3791,zos_cics_operator,Python
3792,zos_go_operator,
3793,zos_ims_operator,Jinja
3794,zos_java_operator,
3795,zos_mq_operator,
3796,zos_nodejs_operator,
3797,zos_opencpp_operator,
3798,zos_package_manager_operator,
3799,zos_python_operator,
3800,zos_zoau_operator,
3801,zowe-cli-cics-deploy-plugin,TypeScript
3802,zowe-flutter-provider,Dart
3803,zrl-deepsearch-ai-playground,Jupyter Notebook
3804,zshot,Python
3805,zvm_ansible,Shell
3806,zvm_ansible_collection,Python
3807,z_ansible_collections_doc,Jinja
3808,z_ansible_collections_samples,YAML
